Input,Output
achankëllpa' añertholla xhokro'ch mojrrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añemtholla xhommo'ch morreshena,achankëllpa' añetholla xhokmo'ch morrechena
ya e me'chon chéñkaremh,ach añ me'chen chékaremh
ya ía me'chén chékayremh,ach añ me'chen chékaremh
e á meychen chékarech,ach añ me'chen chékaremh
ba ja mo'chen chékanremh,ach añ me'chen chékaremh
xa ma me'chep chékéremh,ach añ me'chen chékaremh
o' jarrorr,a'ch arrorr
ma' arrórr,a'ch arrorr
na' arrerr,a'ch arrorr
wa' carrorr,a'ch arrorr
ña' arrórr,a'ch arrorr
a' owaña tometah chetsé,ach awaña tometa chetso
ca awakña mometa chetsó,ach awaña tometa chetso
ta áwaña tomerta cheytso,ach awaña tometa chetso
ta awaca tome'a chetsok,ach awaña tometa chetso
ga awaya gometa chatso,ach awaña tometa chetso
acha''anemh,acha'wanemh
tacha'wanemh,acha'wanemh
echa'wanemh,acha'wanemh
acha'hanemh,acha'wanemh
macha'wanemh,acha'wanemh
ache'chayeth,ache'chareth
ache'chameth,ache'chareth
aphe'chareth,ache'chareth
athe'chareth,ache'chareth
a'che'chareth,ache'chareth
a'cheñ amtsareth amapak áchewenesha' a'mtsareth otéye'th sanne'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
yacheñ amtsareth amapañ ácheñenesha'r a'mtsareth okéte'th sanna'tehñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
lacheñ amtsareth mamapa' ácheñeneysha' a'mtsareth otéye'th sanna'teñet,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
echeñ amtsareth amapa'm áchejenesha' a'mtsareth otéteth sanna'tseñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
macheñ amtsareth amapan wácheñenesha' a'mtsareth oléte'th sanna'terñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñeneshanñapa' xho'p atsrre'moet áwo atet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapa'' xhe' atsrre'moet owo otey,acheñenesha'ñapa' xho' atsrre'moet awo otet
achemñenesha'ñapa' xho't atsrre'moet jawo sotet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñeesha'ñapa' ho' atsrre'moet pawo oñet,acheñenesha'ñapa' xho' atsrre'moet awo otet
yacheñenesha'ñapa' xhe' atsrre'moet ajo oteñ,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapha' xhon atsrre'moet ano' otot,acheñenesha'ñapa' xho' atsrre'moet awo' otét
acheñe'esha'ñapa' ho' atsrre'moet ówo' opét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
a'cheñenesha'ñapa' xho atsrre'moet rawo' o'tét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
wacheñenesha'ñapa' xho atsrre'moet amo' ñotét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
acheñeneshañapa' xhot atsrre'moet ato' sotét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
