Input,Output
achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñét e'ñe allame'tets chopoets achama'cho allotta' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthth e'ñe épchota allothpt awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themtrorexho ñéthocht kotha' athoch mtasa tharrañatho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'chtena ñapa' ñéthoch awo'to anenanerr poshaktall atarr awo'xho átapwenerr atthekma penatllempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamatorr wepoesha' nanako'ch yomenana o'ch a'shrrran shoñrrer ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'rrhoreña anenanoch poshakrrratarr alloch esha'tenan rrhoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátrrn pamoreph achamacrr poetakro allempoñapa' awo'chxho wanrrrrr' themerrorexho ñéthochña kotha' atthocrrr motasa tharraña xho'rrh anenan pamoreph allo'ch amátenan arrhamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthochrrrawo'xho anenanrrrrr poshaktall atrrrrr awo'xho átapwenerr atthekma pena allempoñapa' rrwoka wankawanman pamorerrrpa' awo'xho mechwenanerr achama' rrho' nanak koshena somesare'tena awo'ka e'nmena atsnepa'rrxho' enkoyanman trrachechor alrrr amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atar alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrrexho ñéthochña kotha' atthoch motasa tharrra xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr rshaktall atarr ar'xho átapwenerr atrekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achra' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanr ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch llomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'llyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho ellnyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho allkoyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' llnkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator huepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch khuwacho'tyenan achamach all xhen achama' allempoñapa'huawo'chu awo'chxhuo awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñhuer awo'ch xhap alhupa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allohuhpa' awo'xhohua'tap awo'ch xhaphuenopa' awo'chxho a'koyan tsach atthoch e'ñe épchota ahulothpa' awo'chxho amátan pamoreph achamach poetakro allhumpoñapahu awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamachhupoetaker añ wepoesha'ñapa' atthekmo'ch pena ñhupa' ñéthoch awo'xho anenanerr poshuaktall athurr awo'xho átapwenerr atthekma pehua ahulemhuoñapa' awoka wankhuwanman pahuoreppa' awo'xho mechwenanerr achama' xho' nanak khushena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor hull amátenan pamoreph awohuxho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach ay xhen achama' alympoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr allyh esha'tenan shoñker awo'ch xhap allpy awo'chxho e'nyesan tsach ñéth e'ñe allamytets chopoets achama'cho allothy' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpy awo'chxho amátan pamoreph achamach poetakro allempoñya' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch aytenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr yo'xho átapwenerr atthekma pena allempoñapayawoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenanyamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan chach ñéth e'ñe allame'tech chopoech achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan chach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena achnepa' xho' enkoyanman chachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
axhamator wepoesha' nanako'xh yomenana o'xh a'shoran shoñker ñapa' xho'xh kowaxho'tyenan axhamaxh all xhen axhama' allempoñapa' awo'xh awo'xhxho awa'moen o'xh a'shoreña anenanoxh poshak atarr alloxh esha'tenan shoñker awo'xh xhap allpa' awo'xhxho e'nyesan tsaxh ñéth e'ñe allame'tets xhopoets axhama'xho allothpa' awo'xho a'tap awo'xh xhap enopa' awo'xhxho a'koyan tsaxh atthoxh e'ñe épxhota allothpa' awo'xhxho amátan pamoreph axhamaxh poetakro allempoñapa' awo'xhxho wanke' themerrorexho ñéthoxhña kotha' atthoxh motasa tharraña xho'xh anenan pamoreph allo'xh amátenan axhamaxh poetaker añ wepoesha'ñapa' atthekmo'xh pena ñapa' ñéthoxh awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mexhwenanerr axhama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsaxhexhor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' cho'ch kowacho'tyenan achamach all chen achama' allempoñapa' awo'ch awo'chcho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch chap allpa' awo'chcho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'cho a'tap awo'ch chap enopa' awo'chcho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chcho amátan pamoreph achamach poetakro allempoñapa' awo'chcho wanke' themerrorecho ñéthochña kotha' atthoch motasa tharraña cho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'cho anenanerr poshaktall atarr awo'cho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'cho mechwenanerr achama' cho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' cho' enkoyanman tsachechor all amátenan pamoreph awo'cho rrophanom ñañapa' awo' o't,achamator wepoesha' nanako'ch yomenana o'ch a'shoran shoñker ñapa' xho'ch kowacho'tyenan achamach all xhen achama' allempoñapa' awo'ch awo'chxho awa'moen o'ch a'shoreña anenanoch poshak atarr alloch esha'tenan shoñker awo'ch xhap allpa' awo'chxho e'nyesan tsach ñéth e'ñe allame'tets chopoets achama'cho allothpa' awo'xho a'tap awo'ch xhap enopa' awo'chxho a'koyan tsach atthoch e'ñe épchota allothpa' awo'chxho amátan pamoreph achamach poetakro allempoñapa' awo'chxho wanke' themerrorexho ñéthochña kotha' atthoch motasa tharraña xho'ch anenan pamoreph allo'ch amátenan achamach poetaker añ wepoesha'ñapa' atthekmo'ch pena ñapa' ñéthoch awo'xho anenanerr poshaktall atarr awo'xho átapwenerr atthekma pena allempoñapa' awoka wankawanman pamoreppa' awo'xho mechwenanerr achama' xho' nanak koshena somesare'tena awo'ka e'nmena atsnepa' xho' enkoyanman tsachechor all amátenan pamoreph awo'xho rrophanom ñañapa' awo' o't
achankellñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthuch murrechená echpesme'lletall nexharenapña kapue'nusme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achanquëllñapa' atthoch morrechená echpesme'lletall nexharenapñaqukapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' attoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrrrechená echpesme'lletall nexrrarenapña kapoe'nosme'lletall nerrharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëyñapa' atthoch morrechená echpesme'lytallyexharenapña kapoe'nosme'lleyll nyharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
axhankëllñapa' atthoxh morrexhená exhpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankëllñapa' atthoch morrechená echpesme'lletall necharenapña kapoe'nosme'lletall necharenapña,achankëllñapa' atthoch morrechená echpesme'lletall nexharenapña kapoe'nosme'lletall nexharenapña
achankellñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awu' eñótan xhu u'páteña ma'yarrnesha' awu'ch rreñeta'pa' ñañapa' awu' churrana pa'rrem kapue'nu xhepa'tuch atsrre'matan ma'yarrnesha' awu'xhu' utet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achancëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem capoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan xho o'páteña ma'yarrrrnesha' awo'crrr rreñeta'pa' ñañapa' awo'rrrchorrarrra pa'rrem kapoe'no xhepa'rrroch atsrre'mrrrtan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan xho o'páteña ma'yarnesha' awo'ch rrñeta'pa' ñañapa' awo' chorrra pa'rrerkapoe'no xhepa'toch atsrre'rtan ma'yarrnesr' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan xho o'páteña ma'llarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan mallyarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' ahuo' eñótan xho o'páteña ma'yarrnesha' huwo'ch rreñeta'pa' ñañapa'huawo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrneshahu awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëyñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch achrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
axhankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'xh rreñeta'pa' ñañapa' awo' xhorrana pa'rrem kapoe'no xhepa'toxh atsrre'matan ma'yarrnesha' awo'xho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankëllñapa' awo' eñótan cho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no chepa'toch atsrre'matan ma'yarrnesha' awo'cho' otet,achankëllñapa' awo' eñótan xho o'páteña ma'yarrnesha' awo'ch rreñeta'pa' ñañapa' awo' chorrana pa'rrem kapoe'no xhepa'toch atsrre'matan ma'yarrnesha' awo'xho' otet
achankellñapa' awo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' awu' entanna'tet épuet kapue'nu,achankëllñapa' awo' entanna'tet époet kapoe'no
achancëllñapa' awo' entanna'tet époet capoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëllñapa' ahuo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankëyñapa' awo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
axhankëllñapa' awo' entanna'tet époet kapoe'no,achankëllñapa' awo' entanna'tet époet kapoe'no
achankellpa' añetholla xhokmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añethulla xhukmu'ch murrechena,achankëllpa' añetholla xhokmo'ch morrechena
achanquëllpa' añetholla xhqukmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetolla xhokmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetholla xhokmo'ch morrrrechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetholla xhokmo'ch morechena,achankëllpa' añetholla xhokmo'ch morrechena
achankëypa' añetholy xhokmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
axhankëllpa' añetholla xhokmo'xh morrexhena,achankëllpa' añetholla xhokmo'ch morrechena
achankëllpa' añetholla chokmo'ch morrechena,achankëllpa' añetholla xhokmo'ch morrechena
ach añ me'chen chécaremh,ach añ me'chen chékaremh
ach añ me'chen chékarem,ach añ me'chen chékaremh
ach añ me'chen chékarremh,ach añ me'chen chékaremh
axh añ me'xhen xhékaremh,ach añ me'chen chékaremh
a'ch arrurr,a'ch arrorr
a'ch arrrrrrorr,a'ch arrorr
a'ch arorr,a'ch arrorr
a'xh arrorr,a'ch arrorr
ach awaña tumeta chetsu,ach awaña tometa chetso
ach ahuaña tometa chetso,ach awaña tometa chetso
ach awaña tometa checho,ach awaña tometa chetso
axh awaña tometa xhetso,ach awaña tometa chetso
acha'wanem,acha'wanemh
acha'huanemh,acha'wanemh
axha'wanemh,acha'wanemh
ache'charech,ache'chareth
ache'charreth,ache'chareth
axhe'xhareth,ache'chareth
acheñ amtsareth amapa' ácheñenesha' a'mtsareth utéte'th sanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñ amtsaret amapa' ácheñenesha' a'mtsarettotéte'thtanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñ amtsarreth amapa' ácheñenesha' a'mtsrrreth otéte'th sanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñ amchareth amapa' ácheñenesha' a'mchareth otéte'th sanna'teñech,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
axheñ amtsareth amapa' áxheñenesha' a'mtsareth otéte'th sanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñenesha'ñapa' xhu' atsrre'muet awu utet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapa' xho' atsrrrre'moet awo otet,acheñenesha'ñapa' xho' atsrre'moet awo otet
