Input,Output
afch zñ me'cjhen chékaremh,ach añ me'chen chékaremh
ach añ me'chen chékarfemh,ach añ me'chen chékaremh
ach ñ me'chen chéikaremh,ach añ me'chen chékaremh
ach aññ me'chen chékafemh,ach añ me'chen chékaremh
a'ch arrorr,a'ch arrorr
a'ch arrorr,a'ch arrorr
a'ch arrotrr,a'ch arrorr
a'ch arorr,a'ch arrorr
a'ch arrorr,a'ch arrorr
acu awalña tomera chehtso,ach awaña tometa chetso
afch awaña tometa chetsñ,ach awaña tometa chetso
ach awaña tpometa chetso,ach awaña tometa chetso
ach waña tometa chetso,ach awaña tometa chetso
ah aaña tometa chetso,ach awaña tometa chetso
acha'wnemh,acha'wanemh
acha'wanemh,acha'wanemh
acha'wanemh,acha'wanemh
aca'wanemh,acha'wanemh
zacha'wanemh,acha'wanemh
ache'charetb,ache'chareth
ache'chareth,ache'chareth
ache'chareh,ache'chareth
ache'chareth,ache'chareth
ache'chareth,ache'chareth
acheñ amtsaretb amapa' ácheñfenesha' a'mtsareth otéte'th sannx'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
achñ amtwareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñwets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acjheñ amtswreth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñ amtareth amaopa' áchsñenesha' a'mtsareth otége'th sanna'teñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñ amtsarety amapa' ácheñenesha' x'mtsareth otéte'th sanna'eñets,acheñ amtsareth amapa' ácheñenesha' a'mtsareth otéte'th sanna'teñets
acheñenesha'ñapa' ho' atsrre'moet ao otet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñeneqha'ñapa' xho' atsrre'met awo otett,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapqa' xho' atserre'moet awo otet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapa' xho' atsrre'moet awpo otet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapwa' xho' aftsrre'moet wo ohtet,acheñenesha'ñapa' xho' atsrre'moet awo otet
acheñenesha'ñapa' xnho' wtsrre'moet ao' otét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
acheñenesha'ñapa' xhko' atsrre'moet awp' oftét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
aceñenesha'ñapa' xno' atstrre'moet awo' otét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
acheñenesha'ñapa' xho' atsrre'moet awo' otéht,acheñenesha'ñapa' xho' atsrre'moet awo' otét
acheñenesha'ñapa' sho' atsrre'oet ao' otét,acheñenesha'ñapa' xho' atsrre'moet awo' otét
